类型,母序列,子序列,采样点,关联系数
铅钡,BaO,PbO,55,0.9794211462
铅钡,BaO,PbO,56,0.9788442681
铅钡,BaO,PbO,57,0.9735258708
铅钡,BaO,PbO,58,0.9604190399
铅钡,BaO,P2O5,02,0.9096264075
铅钡,BaO,P2O5,08,0.852598056
铅钡,BaO,P2O5,08严重风化点,0.9460085435
铅钡,BaO,P2O5,11,0.8822815748
铅钡,BaO,P2O5,19,0.8340249577
铅钡,BaO,P2O5,20,0.9563079347
铅钡,BaO,P2O5,23未风化点,0.9061276033
铅钡,BaO,P2O5,24,0.8161777023
铅钡,BaO,P2O5,25未风化点,0.9498478326
铅钡,BaO,P2O5,26,0.8371023493
铅钡,BaO,P2O5,26严重风化点,0.8759909063
铅钡,BaO,P2O5,28未风化点,0.9936935511
铅钡,BaO,P2O5,29未风化点,0.9937178491
铅钡,BaO,P2O5,30部位1,0.9175293884
铅钡,BaO,P2O5,30部位2,0.9513232508
铅钡,BaO,P2O5,31,0.9850173638
铅钡,BaO,P2O5,32,0.9634878337
铅钡,BaO,P2O5,33,0.9733388454
铅钡,BaO,P2O5,34,0.9277401264
铅钡,BaO,P2O5,35,0.9634594633
铅钡,BaO,P2O5,36,0.9152043329
铅钡,BaO,P2O5,37,0.9526635108
铅钡,BaO,P2O5,38,0.9326987639
铅钡,BaO,P2O5,39,0.9701351125
铅钡,BaO,P2O5,40,0.9909049683
铅钡,BaO,P2O5,41,0.890982412
铅钡,BaO,P2O5,42未风化点1,0.9180803643
铅钡,BaO,P2O5,42未风化点2,0.9132111456
铅钡,BaO,P2O5,43部位1,0.940133883
铅钡,BaO,P2O5,43部位2,0.7526831324
铅钡,BaO,P2O5,44未风化点,0.9563916038
铅钡,BaO,P2O5,45,0.9126287485
铅钡,BaO,P2O5,46,0.9239511264
铅钡,BaO,P2O5,47,0.9277804175
铅钡,BaO,P2O5,48,0.9678291685
铅钡,BaO,P2O5,49,0.7964146714
铅钡,BaO,P2O5,49未风化点,0.9228284204
铅钡,BaO,P2O5,50,0.9502056722
铅钡,BaO,P2O5,50未风化点,0.8911788711
铅钡,BaO,P2O5,51部位1,0.871588511
铅钡,BaO,P2O5,51部位2,0.8041747259
铅钡,BaO,P2O5,52,0.922988037
铅钡,BaO,P2O5,53未风化点,0.9271898047
铅钡,BaO,P2O5,54,0.9465180679
铅钡,BaO,P2O5,54严重风化点,0.7177538796
铅钡,BaO,P2O5,55,0.9436606585
铅钡,BaO,P2O5,56,0.9396126701
铅钡,BaO,P2O5,57,0.8687223077
铅钡,BaO,P2O5,58,0.8451086814
铅钡,BaO,SrO,02,0.9523484094
铅钡,BaO,SrO,08,0.8508057982
铅钡,BaO,SrO,08严重风化点,0.8866093072
铅钡,BaO,SrO,11,0.970703832
铅钡,BaO,SrO,19,0.9967073495
铅钡,BaO,SrO,20,0.8293870415
铅钡,BaO,SrO,23未风化点,0.9835811747
铅钡,BaO,SrO,24,0.9895836624
铅钡,BaO,SrO,25未风化点,0.9946106727
铅钡,BaO,SrO,26,0.8596986182
铅钡,BaO,SrO,26严重风化点,0.8723099981
铅钡,BaO,SrO,28未风化点,0.9963256817
铅钡,BaO,SrO,29未风化点,0.9541032493
铅钡,BaO,SrO,30部位1,0.9977172116
铅钡,BaO,SrO,30部位2,0.96525191
铅钡,BaO,SrO,31,0.9531704902
铅钡,BaO,SrO,32,0.9591158704
铅钡,BaO,SrO,33,0.9699233391
铅钡,BaO,SrO,34,0.9714265482
铅钡,BaO,SrO,35,0.9527303701
铅钡,BaO,SrO,36,0.9646327302
铅钡,BaO,SrO,37,0.9913921298
铅钡,BaO,SrO,38,0.9780368857
铅钡,BaO,SrO,39,0.9110997421
铅钡,BaO,SrO,40,0.8923484223
铅钡,BaO,SrO,41,0.9629095152
铅钡,BaO,SrO,42未风化点1,0.9992848039
铅钡,BaO,SrO,42未风化点2,0.9132111456
铅钡,BaO,SrO,43部位1,0.9050890807
铅钡,BaO,SrO,43部位2,0.9129945386
铅钡,BaO,SrO,44未风化点,0.9776381389
铅钡,BaO,SrO,45,0.9660285813
铅钡,BaO,SrO,46,0.9752626533
铅钡,BaO,SrO,47,0.8747218934
铅钡,BaO,SrO,48,0.9980202326
铅钡,BaO,SrO,49,0.936455955
铅钡,BaO,SrO,49未风化点,0.9593206865
铅钡,BaO,SrO,50,0.9525881856
铅钡,BaO,SrO,50未风化点,0.9938007398
铅钡,BaO,SrO,51部位1,0.9759771457
铅钡,BaO,SrO,51部位2,1
铅钡,BaO,SrO,52,0.9611669344
铅钡,BaO,SrO,53未风化点,0.9926305099
铅钡,BaO,SrO,54,0.854517832
铅钡,BaO,SrO,54严重风化点,0.7722315755
铅钡,BaO,SrO,55,0.9350658469
铅钡,BaO,SrO,56,0.8810913911
铅钡,BaO,SrO,57,0.8687223077
铅钡,BaO,SrO,58,0.9963066619
铅钡,BaO,SnO2,02,1
铅钡,BaO,SnO2,08,0.7856726957
铅钡,BaO,SnO2,08严重风化点,0.7889756224
铅钡,BaO,SnO2,11,0.886824654
铅钡,BaO,SnO2,19,0.9553540579
铅钡,BaO,SnO2,20,0.8293870415
铅钡,BaO,SnO2,23未风化点,0.9061276033
铅钡,BaO,SnO2,24,0.8135905088
铅钡,BaO,SnO2,25未风化点,0.9451010847
铅钡,BaO,SnO2,26,0.7802111217
铅钡,BaO,SnO2,26严重风化点,0.7635590376
铅钡,BaO,SnO2,28未风化点,0.7535418021
铅钡,BaO,SnO2,29未风化点,0.98257686
铅钡,BaO,SnO2,30部位1,0.6492238514
铅钡,BaO,SnO2,30部位2,0.6239100745
铅钡,BaO,SnO2,31,0.9709927894
铅钡,BaO,SnO2,32,0.9591158704
铅钡,BaO,SnO2,33,0.9699233391
铅钡,BaO,SnO2,34,0.9196669193
铅钡,BaO,SnO2,35,0.9527303701
铅钡,BaO,SnO2,36,0.9135755214
铅钡,BaO,SnO2,37,0.9171618525
铅钡,BaO,SnO2,38,0.9212210143
铅钡,BaO,SnO2,39,0.9406746261
铅钡,BaO,SnO2,40,0.9447890973
铅钡,BaO,SnO2,41,0.9214434567
铅钡,BaO,SnO2,42未风化点1,0.9162076356
铅钡,BaO,SnO2,42未风化点2,0.9132111456
铅钡,BaO,SnO2,43部位1,0.940133883
铅钡,BaO,SnO2,43部位2,0.9723122779
铅钡,BaO,SnO2,44未风化点,0.9563916038
铅钡,BaO,SnO2,45,0.9126287485
铅钡,BaO,SnO2,46,0.9192238548
铅钡,BaO,SnO2,47,0.925391062
铅钡,BaO,SnO2,48,0.3333333333
铅钡,BaO,SnO2,49,0.9494119006
铅钡,BaO,SnO2,49未风化点,0.9646925146
铅钡,BaO,SnO2,50,0.8896502155
铅钡,BaO,SnO2,50未风化点,0.9484680083
铅钡,BaO,SnO2,51部位1,0.6015488912
铅钡,BaO,SnO2,51部位2,1
铅钡,BaO,SnO2,52,0.9298255413
铅钡,BaO,SnO2,53未风化点,0.9271898047
铅钡,BaO,SnO2,54,0.9420679691
铅钡,BaO,SnO2,54严重风化点,1
铅钡,BaO,SnO2,55,0.9350658469
铅钡,BaO,SnO2,56,0.8810913911
铅钡,BaO,SnO2,57,0.8687223077
铅钡,BaO,SnO2,58,0.9372859655
铅钡,BaO,SO2,02,1
铅钡,BaO,SO2,08,0.9776360058
铅钡,BaO,SO2,08严重风化点,0.407334514
铅钡,BaO,SO2,11,0.886824654
铅钡,BaO,SO2,19,0.9553540579
铅钡,BaO,SO2,20,0.8293870415
铅钡,BaO,SO2,23未风化点,0.9061276033
铅钡,BaO,SO2,24,0.8135905088
铅钡,BaO,SO2,25未风化点,0.9451010847
铅钡,BaO,SO2,26,0.9459962244
铅钡,BaO,SO2,26严重风化点,0.3971047327
铅钡,BaO,SO2,28未风化点,0.9659134206
铅钡,BaO,SO2,29未风化点,0.98257686
铅钡,BaO,SO2,30部位1,0.9175293884
铅钡,BaO,SO2,30部位2,0.9170883806
铅钡,BaO,SO2,31,0.9709927894
铅钡,BaO,SO2,32,0.9591158704
铅钡,BaO,SO2,33,0.9699233391
铅钡,BaO,SO2,34,0.9196669193
铅钡,BaO,SO2,35,0.9527303701
铅钡,BaO,SO2,36,0.9135755214
铅钡,BaO,SO2,37,0.7523780424
铅钡,BaO,SO2,38,0.9212210143
铅钡,BaO,SO2,39,0.9406746261
铅钡,BaO,SO2,40,0.9447890973
铅钡,BaO,SO2,41,0.9214434567
铅钡,BaO,SO2,42未风化点1,0.9162076356
铅钡,BaO,SO2,42未风化点2,0.9132111456
铅钡,BaO,SO2,43部位1,0.940133883
铅钡,BaO,SO2,43部位2,0.9723122779
铅钡,BaO,SO2,44未风化点,0.9563916038
铅钡,BaO,SO2,45,0.9126287485
铅钡,BaO,SO2,46,0.9192238548
铅钡,BaO,SO2,47,0.925391062
铅钡,BaO,SO2,48,0.9399794991
铅钡,BaO,SO2,49,0.9494119006
铅钡,BaO,SO2,49未风化点,0.9646925146
铅钡,BaO,SO2,50,0.8896502155
铅钡,BaO,SO2,50未风化点,0.9484680083
铅钡,BaO,SO2,51部位1,0.9275654232
铅钡,BaO,SO2,51部位2,1
铅钡,BaO,SO2,52,0.9298255413
铅钡,BaO,SO2,53未风化点,0.9271898047
铅钡,BaO,SO2,54,0.9420679691
铅钡,BaO,SO2,54严重风化点,1
铅钡,BaO,SO2,55,0.9350658469
铅钡,BaO,SO2,56,0.8810913911
铅钡,BaO,SO2,57,0.8687223077
铅钡,BaO,SO2,58,0.9372859655
铅钡,P2O5,SiO2,02,0.9865725336
铅钡,P2O5,SiO2,08,0.9509504147
铅钡,P2O5,SiO2,08严重风化点,0.8359350786
铅钡,P2O5,SiO2,11,0.8482519613
铅钡,P2O5,SiO2,19,0.8525169389
铅钡,P2O5,SiO2,20,0.9338957715
铅钡,P2O5,SiO2,23未风化点,0.8891131542
铅钡,P2O5,SiO2,24,0.9343848258
铅钡,P2O5,SiO2,25未风化点,0.8991658004
铅钡,P2O5,SiO2,26,0.9617246883
铅钡,P2O5,SiO2,26严重风化点,0.8645142555
铅钡,P2O5,SiO2,28未风化点,0.8854424615
铅钡,P2O5,SiO2,29未风化点,0.8806365687
铅钡,P2O5,SiO2,30部位1,0.9262518974
铅钡,P2O5,SiO2,30部位2,0.9550856543
铅钡,P2O5,SiO2,31,0.9021442796
铅钡,P2O5,SiO2,32,0.8643234693
铅钡,P2O5,SiO2,33,0.8535941075
铅钡,P2O5,SiO2,34,0.9314011628
铅钡,P2O5,SiO2,35,0.8761784971
铅钡,P2O5,SiO2,36,0.9175744373
铅钡,P2O5,SiO2,37,0.9095659007
铅钡,P2O5,SiO2,38,0.9405472513
铅钡,P2O5,SiO2,39,0.9717154785
铅钡,P2O5,SiO2,40,0.9903833278
铅钡,P2O5,SiO2,41,0.8610183914
铅钡,P2O5,SiO2,42未风化点1,0.8955275342
铅钡,P2O5,SiO2,42未风化点2,0.8936450367
铅钡,P2O5,SiO2,43部位1,0.9720312248
铅钡,P2O5,SiO2,43部位2,0.7686950027
铅钡,P2O5,SiO2,44未风化点,0.8765545254
铅钡,P2O5,SiO2,45,0.8755935844
铅钡,P2O5,SiO2,46,0.8908418941
铅钡,P2O5,SiO2,47,0.8954459775
铅钡,P2O5,SiO2,48,0.9144634925
铅钡,P2O5,SiO2,49,0.8083362774
铅钡,P2O5,SiO2,49未风化点,0.9917111173
铅钡,P2O5,SiO2,50,0.8834948785
铅钡,P2O5,SiO2,50未风化点,0.9353013148
铅钡,P2O5,SiO2,51部位1,0.8586078666
铅钡,P2O5,SiO2,51部位2,0.8403161972
铅钡,P2O5,SiO2,52,0.9118844499
铅钡,P2O5,SiO2,53未风化点,0.8713833118
铅钡,P2O5,SiO2,54,0.9394863395
铅钡,P2O5,SiO2,54严重风化点,0.742315751
铅钡,P2O5,SiO2,55,0.9057542374
铅钡,P2O5,SiO2,56,0.9980581941
铅钡,P2O5,SiO2,57,0.9443421567
铅钡,P2O5,SiO2,58,0.850601781
铅钡,P2O5,Na2O,02,0.9109723349
铅钡,P2O5,Na2O,08,0.9105182099
铅钡,P2O5,Na2O,08严重风化点,0.8285321377
铅钡,P2O5,Na2O,11,0.7956867457
铅钡,P2O5,Na2O,19,0.8053346453
铅钡,P2O5,Na2O,20,0.8640015536
铅钡,P2O5,Na2O,23未风化点,0.558890853
铅钡,P2O5,Na2O,24,0.9961821543
铅钡,P2O5,Na2O,25未风化点,0.8163271523
铅钡,P2O5,Na2O,26,0.9210789635
铅钡,P2O5,Na2O,26严重风化点,0.8581156933
铅钡,P2O5,Na2O,28未风化点,0.9723182615
铅钡,P2O5,Na2O,29未风化点,0.9255335894
铅钡,P2O5,Na2O,30部位1,1
铅钡,P2O5,Na2O,30部位2,0.9628359538
铅钡,P2O5,Na2O,31,0.9575359248
铅钡,P2O5,Na2O,32,0.9953678341
铅钡,P2O5,Na2O,33,0.9964538905
铅钡,P2O5,Na2O,34,0.9907783843
铅钡,P2O5,Na2O,35,0.9886332558
铅钡,P2O5,Na2O,36,0.8201324772
铅钡,P2O5,Na2O,37,0.9615687274
铅钡,P2O5,Na2O,38,0.8893771955
铅钡,P2O5,Na2O,39,0.9692225195
铅钡,P2O5,Na2O,40,0.9537857738
铅钡,P2O5,Na2O,41,0.8304155978
铅钡,P2O5,Na2O,42未风化点1,0.6370145538
铅钡,P2O5,Na2O,42未风化点2,0.6385559012
铅钡,P2O5,Na2O,43部位1,1
铅钡,P2O5,Na2O,43部位2,0.7400723792
铅钡,P2O5,Na2O,44未风化点,0.7663183825
铅钡,P2O5,Na2O,45,0.7904643953
铅钡,P2O5,Na2O,46,0.9945548442
铅钡,P2O5,Na2O,47,0.6841586693
铅钡,P2O5,Na2O,48,0.952734172
铅钡,P2O5,Na2O,49,0.7669530856
铅钡,P2O5,Na2O,49未风化点,0.8942469735
铅钡,P2O5,Na2O,50,0.8521106702
铅钡,P2O5,Na2O,50未风化点,0.8521106702
铅钡,P2O5,Na2O,51部位1,0.8185073022
铅钡,P2O5,Na2O,51部位2,0.8067575013
铅钡,P2O5,Na2O,52,0.9664331741
铅钡,P2O5,Na2O,53未风化点,0.7674905945
铅钡,P2O5,Na2O,54,0.8960016937
铅钡,P2O5,Na2O,54严重风化点,0.7210811417
铅钡,P2O5,Na2O,55,0.793348179
铅钡,P2O5,Na2O,56,0.9349883071
铅钡,P2O5,Na2O,57,1
铅钡,P2O5,Na2O,58,0.802503937
铅钡,P2O5,K2O,02,0.690675079
铅钡,P2O5,K2O,08,0.9105182099
铅钡,P2O5,K2O,08严重风化点,0.8285321377
铅钡,P2O5,K2O,11,0.8713392677
铅钡,P2O5,K2O,19,0.8053346453
铅钡,P2O5,K2O,20,0.8254125371
铅钡,P2O5,K2O,23未风化点,1
铅钡,P2O5,K2O,24,0.9961821543
铅钡,P2O5,K2O,25未风化点,0.9948256932
铅钡,P2O5,K2O,26,0.9210789635
铅钡,P2O5,K2O,26严重风化点,0.9592338718
铅钡,P2O5,K2O,28未风化点,0.9036461145
铅钡,P2O5,K2O,29未风化点,0.8736231492
铅钡,P2O5,K2O,30部位1,0.5771521445
铅钡,P2O5,K2O,30部位2,0.9628359538
铅钡,P2O5,K2O,31,0.9575359248
铅钡,P2O5,K2O,32,0.9054168303
铅钡,P2O5,K2O,33,0.9307674079
铅钡,P2O5,K2O,34,0.8923836865
铅钡,P2O5,K2O,35,0.9886332558
铅钡,P2O5,K2O,36,0.9338561867
铅钡,P2O5,K2O,37,0.9263185258
铅钡,P2O5,K2O,38,0.9870304954
铅钡,P2O5,K2O,39,0.9692225195
铅钡,P2O5,K2O,40,0.9537857738
铅钡,P2O5,K2O,41,0.9761710522
铅钡,P2O5,K2O,42未风化点1,0.9295831372
铅钡,P2O5,K2O,42未风化点2,0.8461222384
铅钡,P2O5,K2O,43部位1,1
铅钡,P2O5,K2O,43部位2,0.7400723792
铅钡,P2O5,K2O,44未风化点,0.9058616512
铅钡,P2O5,K2O,45,0.9459335305
铅钡,P2O5,K2O,46,0.8893421006
铅钡,P2O5,K2O,47,0.8711192589
铅钡,P2O5,K2O,48,0.8801563246
铅钡,P2O5,K2O,49,0.7669530856
铅钡,P2O5,K2O,49未风化点,0.9637414531
铅钡,P2O5,K2O,50,0.8521106702
铅钡,P2O5,K2O,50未风化点,0.8521106702
铅钡,P2O5,K2O,51部位1,0.8185073022
铅钡,P2O5,K2O,51部位2,0.8067575013
铅钡,P2O5,K2O,52,0.8648197389
铅钡,P2O5,K2O,53未风化点,0.9459335305
铅钡,P2O5,K2O,54,0.9521952188
铅钡,P2O5,K2O,54严重风化点,0.7210811417
铅钡,P2O5,K2O,55,0.9905097343
铅钡,P2O5,K2O,56,0.9349883071
铅钡,P2O5,K2O,57,1
铅钡,P2O5,K2O,58,0.9350744672
铅钡,P2O5,CaO,02,0.9948678775
铅钡,P2O5,CaO,08,0.9678649597
铅钡,P2O5,CaO,08严重风化点,0.9374763187
铅钡,P2O5,CaO,11,0.9070740441
铅钡,P2O5,CaO,19,0.8985601751
铅钡,P2O5,CaO,20,0.8640015536
铅钡,P2O5,CaO,23未风化点,0.9784885617
铅钡,P2O5,CaO,24,0.9834458385
铅钡,P2O5,CaO,25未风化点,0.9779960037
铅钡,P2O5,CaO,26,0.9781210847
铅钡,P2O5,CaO,26严重风化点,0.9680558766
铅钡,P2O5,CaO,28未风化点,0.9704514667
铅钡,P2O5,CaO,29未风化点,0.8930141685
铅钡,P2O5,CaO,30部位1,0.8351292141
铅钡,P2O5,CaO,30部位2,0.8712100676
铅钡,P2O5,CaO,31,0.9746563132
铅钡,P2O5,CaO,32,0.9846668831
铅钡,P2O5,CaO,33,0.9760084978
铅钡,P2O5,CaO,34,0.9756210392
铅钡,P2O5,CaO,35,0.9948163344
铅钡,P2O5,CaO,36,0.9858508879
铅钡,P2O5,CaO,37,0.9991655803
铅钡,P2O5,CaO,38,0.9835174304
铅钡,P2O5,CaO,39,0.9832353934
铅钡,P2O5,CaO,40,0.9673350159
铅钡,P2O5,CaO,41,0.9863212206
铅钡,P2O5,CaO,42未风化点1,0.9684805196
铅钡,P2O5,CaO,42未风化点2,1
铅钡,P2O5,CaO,43部位1,0.8127464503
铅钡,P2O5,CaO,43部位2,0.9347371509
铅钡,P2O5,CaO,44未风化点,0.9139990573
铅钡,P2O5,CaO,45,0.9643817989
铅钡,P2O5,CaO,46,0.9945548442
铅钡,P2O5,CaO,47,0.9657027847
铅钡,P2O5,CaO,48,0.9141775347
铅钡,P2O5,CaO,49,0.9070426086
铅钡,P2O5,CaO,49未风化点,0.9738953239
铅钡,P2O5,CaO,50,0.9677766125
铅钡,P2O5,CaO,50未风化点,0.9649025229
铅钡,P2O5,CaO,51部位1,0.9395597831
铅钡,P2O5,CaO,51部位2,0.9862221031
铅钡,P2O5,CaO,52,0.9465203072
铅钡,P2O5,CaO,53未风化点,0.9668415959
铅钡,P2O5,CaO,54,0.9763805201
铅钡,P2O5,CaO,54严重风化点,0.7210811417
铅钡,P2O5,CaO,55,0.9614428306
铅钡,P2O5,CaO,56,0.9839324259
铅钡,P2O5,CaO,57,0.945537954
铅钡,P2O5,CaO,58,0.9152069713
铅钡,P2O5,MgO,02,0.9371709529
铅钡,P2O5,MgO,08,0.9105182099
铅钡,P2O5,MgO,08严重风化点,0.8285321377
铅钡,P2O5,MgO,11,0.8638300553
铅钡,P2O5,MgO,19,0.8625633385
铅钡,P2O5,MgO,20,0.8640015536
铅钡,P2O5,MgO,23未风化点,0.909801477
铅钡,P2O5,MgO,24,0.9961821543
铅钡,P2O5,MgO,25未风化点,0.9948256932
铅钡,P2O5,MgO,26,0.9210789635
铅钡,P2O5,MgO,26严重风化点,0.8581156933
铅钡,P2O5,MgO,28未风化点,0.8999561776
铅钡,P2O5,MgO,29未风化点,0.8355387811
铅钡,P2O5,MgO,30部位1,0.8796294422
铅钡,P2O5,MgO,30部位2,0.9684148108
铅钡,P2O5,MgO,31,0.9259876985
铅钡,P2O5,MgO,32,0.9953678341
铅钡,P2O5,MgO,33,0.8802225546
铅钡,P2O5,MgO,34,0.9907783843
铅钡,P2O5,MgO,35,0.9886332558
铅钡,P2O5,MgO,36,0.9980874262
铅钡,P2O5,MgO,37,0.9615687274
铅钡,P2O5,MgO,38,0.9870304954
铅钡,P2O5,MgO,39,0.9692225195
铅钡,P2O5,MgO,40,0.9537857738
铅钡,P2O5,MgO,41,0.8496267815
铅钡,P2O5,MgO,42未风化点1,0.8695559807
铅钡,P2O5,MgO,42未风化点2,0.8606024869
铅钡,P2O5,MgO,43部位1,0.889461945
铅钡,P2O5,MgO,43部位2,0.8206367877
铅钡,P2O5,MgO,44未风化点,1
铅钡,P2O5,MgO,45,0.9063472018
铅钡,P2O5,MgO,46,0.814520912
铅钡,P2O5,MgO,47,0.9238388238
铅钡,P2O5,MgO,48,0.8439348063
铅钡,P2O5,MgO,49,0.9102517319
铅钡,P2O5,MgO,49未风化点,0.953013797
铅钡,P2O5,MgO,50,0.9025857205
铅钡,P2O5,MgO,50未风化点,0.9106194622
铅钡,P2O5,MgO,51部位1,0.9473550164
铅钡,P2O5,MgO,51部位2,0.9642652701
铅钡,P2O5,MgO,52,0.9263453064
铅钡,P2O5,MgO,53未风化点,0.8626758467
铅钡,P2O5,MgO,54,0.9410316242
铅钡,P2O5,MgO,54严重风化点,0.8118124713
铅钡,P2O5,MgO,55,0.9905097343
铅钡,P2O5,MgO,56,0.9349883071
铅钡,P2O5,MgO,57,1
铅钡,P2O5,MgO,58,0.8804459076
铅钡,P2O5,Al2O3,02,0.9586848922
铅钡,P2O5,Al2O3,08,0.938664771
铅钡,P2O5,Al2O3,08严重风化点,0.8476919741
铅钡,P2O5,Al2O3,11,0.8398667957
铅钡,P2O5,Al2O3,19,0.8665650539
铅钡,P2O5,Al2O3,20,0.9770749073
铅钡,P2O5,Al2O3,23未风化点,0.9662781126
铅钡,P2O5,Al2O3,24,0.9659555914
铅钡,P2O5,Al2O3,25未风化点,0.9601589015
铅钡,P2O5,Al2O3,26,0.935909267
铅钡,P2O5,Al2O3,26严重风化点,0.8800154628
铅钡,P2O5,Al2O3,28未风化点,0.9199292842
铅钡,P2O5,Al2O3,29未风化点,0.7455984948
铅钡,P2O5,Al2O3,30部位1,0.9034173592
铅钡,P2O5,Al2O3,30部位2,0.9467302691
铅钡,P2O5,Al2O3,31,0.9689115867
铅钡,P2O5,Al2O3,32,0.9493547728
铅钡,P2O5,Al2O3,33,0.948590002
铅钡,P2O5,Al2O3,34,0.9703964939
铅钡,P2O5,Al2O3,35,0.9766647086
铅钡,P2O5,Al2O3,36,0.9639424935
铅钡,P2O5,Al2O3,37,0.973822651
铅钡,P2O5,Al2O3,38,0.9523611079
铅钡,P2O5,Al2O3,39,0.9809051844
铅钡,P2O5,Al2O3,40,0.9639539018
铅钡,P2O5,Al2O3,41,0.8909667806
铅钡,P2O5,Al2O3,42未风化点1,0.9220283684
铅钡,P2O5,Al2O3,42未风化点2,0.8778834119
铅钡,P2O5,Al2O3,43部位1,0.9476002663
铅钡,P2O5,Al2O3,43部位2,0.7890087529
铅钡,P2O5,Al2O3,44未风化点,0.7622667256
铅钡,P2O5,Al2O3,45,0.8905648266
铅钡,P2O5,Al2O3,46,0.8990810038
铅钡,P2O5,Al2O3,47,0.9324297612
铅钡,P2O5,Al2O3,48,0.7660733993
铅钡,P2O5,Al2O3,49,0.8535054112
铅钡,P2O5,Al2O3,49未风化点,0.96016428
铅钡,P2O5,Al2O3,50,0.8868406549
铅钡,P2O5,Al2O3,50未风化点,0.9334297305
铅钡,P2O5,Al2O3,51部位1,0.9151565906
铅钡,P2O5,Al2O3,51部位2,0.8490098495
铅钡,P2O5,Al2O3,52,0.8866808535
铅钡,P2O5,Al2O3,53未风化点,0.8703719733
铅钡,P2O5,Al2O3,54,0.9861188721
铅钡,P2O5,Al2O3,54严重风化点,0.7709494079
铅钡,P2O5,Al2O3,55,0.9746067742
铅钡,P2O5,Al2O3,56,0.9765001096
铅钡,P2O5,Al2O3,57,0.9491475799
铅钡,P2O5,Al2O3,58,0.8623735795
铅钡,P2O5,Fe2O3,02,0.8636535183
铅钡,P2O5,Fe2O3,08,0.9105182099
铅钡,P2O5,Fe2O3,08严重风化点,0.8285321377
铅钡,P2O5,Fe2O3,11,0.7956867457
铅钡,P2O5,Fe2O3,19,0.9443297312
铅钡,P2O5,Fe2O3,20,0.9522922261
铅钡,P2O5,Fe2O3,23未风化点,1
铅钡,P2O5,Fe2O3,24,0.9961821543
铅钡,P2O5,Fe2O3,25未风化点,0.8279525326
铅钡,P2O5,Fe2O3,26,0.9210789635
铅钡,P2O5,Fe2O3,26严重风化点,0.8581156933
铅钡,P2O5,Fe2O3,28未风化点,0.972883704
铅钡,P2O5,Fe2O3,29未风化点,0.9090198767
铅钡,P2O5,Fe2O3,30部位1,0.7743960298
铅钡,P2O5,Fe2O3,30部位2,0.7474230447
铅钡,P2O5,Fe2O3,31,0.6303551081
铅钡,P2O5,Fe2O3,32,0.8827951805
铅钡,P2O5,Fe2O3,33,0.9964538905
铅钡,P2O5,Fe2O3,34,0.9476161312
铅钡,P2O5,Fe2O3,35,0.9882752507
铅钡,P2O5,Fe2O3,36,0.9596395379
铅钡,P2O5,Fe2O3,37,0.9615687274
铅钡,P2O5,Fe2O3,38,0.9739832737
铅钡,P2O5,Fe2O3,39,0.9692225195
铅钡,P2O5,Fe2O3,40,0.978144537
铅钡,P2O5,Fe2O3,41,0.9599100655
铅钡,P2O5,Fe2O3,42未风化点1,0.9978147984
铅钡,P2O5,Fe2O3,42未风化点2,1
铅钡,P2O5,Fe2O3,43部位1,0.9054373258
铅钡,P2O5,Fe2O3,43部位2,0.8619156413
铅钡,P2O5,Fe2O3,44未风化点,0.9043121393
铅钡,P2O5,Fe2O3,45,1
铅钡,P2O5,Fe2O3,46,0.9945548442
铅钡,P2O5,Fe2O3,47,0.9972699894
铅钡,P2O5,Fe2O3,48,0.8997421265
铅钡,P2O5,Fe2O3,49,0.9322547366
铅钡,P2O5,Fe2O3,49未风化点,0.9467337164
铅钡,P2O5,Fe2O3,50,0.886361294
铅钡,P2O5,Fe2O3,50未风化点,0.8521106702
铅钡,P2O5,Fe2O3,51部位1,0.9449944961
铅钡,P2O5,Fe2O3,51部位2,0.8461570302
铅钡,P2O5,Fe2O3,52,0.8891229126
铅钡,P2O5,Fe2O3,53未风化点,1
铅钡,P2O5,Fe2O3,54,0.8960016937
铅钡,P2O5,Fe2O3,54严重风化点,0.7210811417
铅钡,P2O5,Fe2O3,55,0.9905097343
铅钡,P2O5,Fe2O3,56,0.9349883071
铅钡,P2O5,Fe2O3,57,1
铅钡,P2O5,Fe2O3,58,0.8865883298
铅钡,P2O5,CuO,02,0.9214382882
铅钡,P2O5,CuO,08,0.7138084829
铅钡,P2O5,CuO,08严重风化点,0.9466334909
铅钡,P2O5,CuO,11,0.9800483854
铅钡,P2O5,CuO,19,0.9316211153
铅钡,P2O5,CuO,20,0.9329928023
铅钡,P2O5,CuO,23未风化点,0.8745956749
铅钡,P2O5,CuO,24,0.7133344717
铅钡,P2O5,CuO,25未风化点,0.953735808
铅钡,P2O5,CuO,26,0.7036301272
铅钡,P2O5,CuO,26严重风化点,0.9927588048
铅钡,P2O5,CuO,28未风化点,0.9875132124
铅钡,P2O5,CuO,29未风化点,0.9763117247
铅钡,P2O5,CuO,30部位1,1
铅钡,P2O5,CuO,30部位2,0.9628359538
铅钡,P2O5,CuO,31,0.9772811122
铅钡,P2O5,CuO,32,0.9993790572
铅钡,P2O5,CuO,33,0.9813734087
铅钡,P2O5,CuO,34,0.9406411928
铅钡,P2O5,CuO,35,0.9961899414
铅钡,P2O5,CuO,36,0.9702208473
铅钡,P2O5,CuO,37,0.9054876282
铅钡,P2O5,CuO,38,0.9786007077
